时间	转发数	评论数	点赞数	微博内容	字数	转发	转发内容	
02-28	5	76	52	今天太阳的温暖好像略微有些过头了 	38	否	
02-28	18	85	144	啊，叶子落了，春天来了 深圳天气的微博视频 	42	否	
02-28	2	52	74	阳光不错呀 	10	否	
02-28	1	56	29	太阳及时出现，稍微缓解了一些潮湿的感觉 	38	否	
02-28	5	76	36	今天非常潮湿，不过这并不是回南天。今天部分时间可见阳光，现在西北部稍微能看到一点太阳。 	86	否	
02-28	0	71	37	气温继续回升，今早最低气温普遍在20℃左右，能见度在3-5公里，有些轻雾 	67	否	
02-28	5	36	22	【上班天气】轻雾：预计早晨6-9时，我市多云为主，有轻雾；气温19-21℃；相对湿度80%-95%；偏东风2-3级；全市能见度普遍在2-5公里，有轻雾，请注意交通安全。 深圳市气象台2019年02月28日05时13分发布。网页链接 	206	否	
02-28	4	16	25	【今日天气】我市多云，早晚有轻雾或雾；气温20-27℃；偏东风2-3级；相对湿度65%-95% 深圳市气象台2019年02月28日05时07分发布。网页链接 	138	否	
02-27	24	98	45	全市部分地区湿度达到100%，虽然没有回南天这么严重，但是还是建议各位晚上不要户外晾衣。 	84	否	
02-27	6	52	34	目前全市气温普遍仍在20℃以上，预计明天白天最高气温在26-27℃，气温总体舒适，但湿度逐渐增大。 	91	否	
02-27	17	66	106	去年的愿望成真了耶	0	是	#台风山竹袭来#@中央气象台 领导，这次台风过后，申请除名“山竹”。 
02-27	0	4	9	【下班天气】预计17-20时，我市多云；气温20-24℃；相对湿度80%-95%；偏东风2-3级；全市能见度7-15公里。天气舒适，对交通无不利影响。 深圳市气象台2019年02月27日17时06分发布。网页链接 	185	否	
02-27	4	25	24	【深圳市天气提示】未来三天天气暖湿，早晚能见度较低：28日至3月2日可见阳光，早晚有轻雾或雾，28日气温20-27℃；3-4日弱冷空气影响，阴天有小雨，气温下降，天气转凉，沿海和高地阵风6-7级；5-6日有阵雨。关注（雨）雾导致的低能见度对交通的影响。深圳市气象台2019年02月27网页链接 	274	否	
02-27	73	60	84		0	是	好消息！3月1日起，深圳市天文台开始接受参观申请，市民团体通过网上预约即可受理。预约地址：网页链接约上TA一起看星辰大海吧 
02-27	13	97	47	未来2-3天持续温暖湿润，气温是比较舒适的，但湿度较大，不适宜洗衣晾晒，更不适宜拖地，建议不要做个勤劳的人。 	109	否	
02-27	16	88	130	随着天气逐渐变暖，现阶段我们的主要矛盾已经转化为日益升高的气温和不知出门该穿什么之间的矛盾。 	92	否	
02-27	8	65	45	每到2月底3月初，就是冷暖交替出现的时候，今天冷空气减弱之后，偏南暖湿气流开始逐渐加强，在南风的影响下，空气湿度加大，当然“回南天”那种墙壁滴水是不会出现的，但空气逐渐转潮湿，各位还是要注意做好防潮措施。 	202	否	
02-27	15	40	35	2019年02月27-05日，深圳市流感指数为Ⅱ级（易发生），未来一周本市流感病人明显增多，流感流行强度较高，进入流感流行期，提醒市民：1、保持室内环境卫生，经常开窗通风；2、保持健康饮食、适量运动及充足休息；3、勤洗手，打喷嚏或咳嗽时用手帕或纸巾掩住口鼻；4、尽量避免接触流感患者，如需接触应 ...全文	428	否	
02-27	7	63	41	全市气温比昨天普遍升高3-4℃，预计今天白天最高气温在25-26℃，温暖舒适的天气又回来啦~ 	83	否	
02-27	4	52	40	【上班天气】预计6-9时，我市多云为主，有轻雾或雾；气温18-20℃；相对湿度80%-95%；偏东风2-3级；我市内陆地区能见度在3-5公里，沿海地区在5-10公里。部分地区能见度稍差，请注意交通安全。 深圳市气象台2019年02月27日05时27分发布。网页链接 	236	否	
02-27	5	11	38	【今日天气】我市多云，早晚有轻雾或雾；气温18-25℃；东风2-3级；相对湿度70%-90% 深圳市气象台2019年02月27日05时21分发布。网页链接 	136	否	
02-26	13	121	72	春天真的来了，这种阴阴沉沉时不时还飘点小雨的日子又来了 	54	否	
02-26	3	97	102	明天有太阳，乖乖上学校等着再战四六级，早日放下小书包天气渐趋温暖湿润，冷暖变化快，谨防感冒~ 	105	否	
02-26	1	17	11	【下班天气】能见度略差，出行注意安全：预计17-20时，我市多云，有轻雾；气温19-21℃；相对湿度75%-95%；偏东风2-3级，沿海和高地最大阵风6-7级；全市大部能见度8-12公里。能见度略差，驾车注意减速慢行。 深圳市气象台2019年02月26日16时29分发布。网页链接 	250	否	
02-26	4	19	17	【深圳市天气提示】天气渐趋温暖湿润，早晚有轻雾或雾：27日多云，气温18-25℃；28日-3月2日部分可见阳光，气温回升、天气暖湿，有轻雾或雾；3日转阵雨，4日气温略降。关注早晚（雨）雾导致的低能见度对交通的影响。 深圳市气象台2019年02月26日15时30分发布网页链接 	257	否	
02-26	2	19	11	【深圳市大风提示】受偏东气流影响，预计今天午后到夜间我市沿海和高地偏东风较大，最大阵风可达6-7级，请注意防风。深圳市气象台2019年02月26日15时25分发布网页链接 	165	否	
02-26	5	81	40	谁动了深圳上空的棉花糖说天气不晴朗不想上班的小伙伴，本君通知你该上班了（看你们还有什么借口~呵） 	131	否	
02-26	2	82	48	好吧，我承认我偷偷晒了一会儿太阳~中午休息多出去转转，说不定走着走着太阳就从拨开厚厚的云层，偶尔看你一眼~ 	128	否	
02-26	17	172	56	今天早晨全市最低气温在13-15℃之间，而且东北部会更冷一点呢太阳已经几天没露面了，鉴于我们都很想念它~预计今天太阳会短暂出来和大家见面哒！ 	140	否	
02-26	4	51	49	【上班天气】早晨天气清凉：预计6-9时，我市阴天到多云，有轻雾；气温14-18℃；相对湿度75%-95%；东北风2-3级，沿海和高地最大阵风5-6级；全市大部能见度4-10公里。早晨天气清凉，出门注意保暖，预防感冒。能见度略差，驾车注意减速慢行！ 深圳市气象台2019年02月26日05时25分网页链接 	274	否	
02-26	5	10	31	【今日天气】我市多云，短暂时间可见阳光；气温15-22℃；东风2-3级，阵风5级；相对湿度70%-90% 深圳市气象台2019年02月26日05时10分发布。网页链接 	147	否	
02-25	12	215	78	竟然有朋友问明天要不要穿羽绒看来大家真是被这次的阴冷天气吓怕了。明天是绝对不用穿羽绒的，比今天穿的少一点是最合适的，明天开始气温逐日回升 	143	否	
02-25	1	48	48	现在外面的气温在15-17℃，今晚气温不会下降太多，毕竟白天都不高，晚上就没什么可以降的空间，明天气温回升会比较明显，但也没有大太阳 	127	否	
02-25	0	27	15	【下班天气】预计17-20时，全市阴天；气温14-17℃，相对湿度70%-100%；偏北风3级，能见度普遍在7-18公里。天气对交通无不利影响。 深圳市气象台2019年02月25日17时01分发布。网页链接 	180	否	
02-25	8	109	45	脸肿了，刷脸支付已经识别不到了春季就是一个疯狂打脸的季节，因为这个季节冷空气和暖湿气流实力相当，预报稍微出点偏差最后的结果差得就会比较多。就像两个人扳手腕，如果A比B强很多，那预测A会赢就稳如，但是A和B实力相当时去猜测谁赢就会被疯狂打脸。但是我们也不能不因为怕错就不预报 ...全文	381	否	
02-25	2	35	25	【深圳市天气提示】明日短暂时间可见阳光，气温逐渐回升：26日阴天间多云，局部有零星小雨，气温15-20℃；27日-3月2日多云间阴天，可见阳光，早晚有轻雾或雾，天气温暖湿润；3月3-4日有分散小雨，气温略降。请关注低能见度和降雨天气对交通的影响；冷暖转换快，请做好相关疾病防控。网页链接 	280	否	
02-25	7	100	45	龙岗的朋友们有没有一种太阳似乎马上就要出来的感觉？如果有，那也是错觉 	70	否	
02-25	3	92	66	@揭阳天气 你们的太阳借我用一下呗？我们也在珠江口东边，蹭一下粤东的阳光不过分吧 	86	否	
02-25	110	97	54	现在全市气温14℃左右，气温缓慢回升中。虽然现在云比较厚，但今天还是有机会短暂见到阳光的，毕竟有些地方已经偷偷出太阳了，凭什么他有我没有 	138	否	
02-25	5	48	32	【上班天气】预计早晨6-9时，全市阴天间多云；气温12-16℃，相对湿度80%-100%；偏北风3-4级，阵风5-6级，能见度普遍在8-18公里。早晨体感较冷，出门注意及时添加衣物。 深圳市气象台2019年02月25日06时00分发布。网页链接 	215	否	
02-25	7	12	25	【今日天气】我市多云，部分时间可见阳光；气温14-21℃；东北风3-4级，阵风5-6级；相对湿度60%-95% 深圳市气象台2019年02月25日05时51分发布。网页链接 	151	否	
02-24	2	50	34	回复@邹芽菜:明天早晚较凉，厚外套还是需要的，中午会有太阳☀ 。//@邹芽菜:有点厚度的卫衣	0	是	现在气温14-15度，穿羽绒和棉袄是大多数，不排除穿短袖的，你穿了什么？ 
02-24	9	92	48	现在气温14-15度，穿羽绒和棉袄是大多数，不排除穿短袖的，你穿了什么？ 	67	否	
02-24	9	24	95	明天可见阳光，气温回升，深大是赏花的好去处。	0	是	深圳大学的春色撩人 @深圳天气 
02-24	0	13	14	【下班天气】下班天色明朗，气温偏低，注意保暖：预计17-20时，全市多云；气温13-15℃；偏北风2-3级，能见度普遍在10公里以上。气温偏低，天气较冷，注意及时添加衣物。 深圳市气象台2019年02月24日16时15分发布。网页链接 	216	否	
02-24	10	37	39	【深圳市天气提示】下周可见阳光，天气温暖湿润：周一至周二（25-26日）阴天间多云，部分时间可见阳光，周一气温15-21℃ ，沿海和高地最大阵风6-7级；周三到周五（27日-3月1日）多云，可见阳光，早晚有轻雾或雾，气温回升，天气温暖湿润；周末（2-3日）转阵雨天气。关注雨雾天低能见度对交通安全的影响 ...全文	282	否	
02-24	113	34	256	真的很美，雨雾将平安大厦融进了神秘的仙境。	0	是	昨晚美景的延時視頻 @深圳天气  by photo by dji m2p #低層雲##dji##mavic2pro##深圳##Shenzhen##PAIFC# 深圳·平安金融中心 Stan_nemo的微博视频 
02-24	5	20	77	冷空气来去匆匆，阻挡不了春天的步伐，花开正当时。	0	是	黄花风铃木花开正艳@深圳天气 @宜居之地平安莲塘 深圳 · 莲塘街区 
02-24	14	21	53	今天的云是蔽光高积云，属于高积云的一种，由连续的高积云组成，呈暗灰色，大部分云层都没有什么间隙，云块深暗而不规则，一般难以分辨日、月的位置。	0	是	此刻的记录，天气虽不好，但好特别的云哦，几张分享下@深圳天气 @赏云频道 #爱拍深圳# 
02-24	8	31	70	【明天可见阳光，天气回暖】今日降雨趋于结束，25日起可见阳光，气温回升。26-28日多云，早晚有轻雾，天气温暖湿润，注意轻微回南天，出现特别明显回南天气的可能性小。 	157	否	
02-24	21	56	97	大雁（网友反映是鸬鹚）你要去哪里？深圳明天要回暖了，别走啊	0	是	天气回暖，深圳的天空被大雁承包啦～@深圳天气 602星球的秒拍视频 
02-24	8	54	51	【冷空气来的比预期强】受冷空气和切变线影响，昨夜我市普降小雨局部中雨。预计24日白天降雨趋于结束，25日起可见阳光，最低气温上升至16℃左右。 	136	否	
